,carat,cut,clarity,depth,table,x,y,z,price,color
14887,0.42,4,3,60.8,58.0,4.87,4.83,2.95,992,5
14888,0.7,4,3,62.6,55.0,5.65,4.5,3.0,2184,5
14889,0.5,5,4,61.4,57.0,5.11,5.08,3.13,1746,6
14890,0.52,5,4,62.1,57.0,5.22,5.19,3.23,1617,6
14891,1.7,1,4,64.5,58.0,7.51,7.43,4.82,14860,4
14892,0.7,3,2,62.8,56.0,5.64,5.69,3.56,2092,5
14893,0.33,4,2,59.4,59.0,4.52,4.5,2.68,557,4
14894,0.7,2,3,61.6,61.0,5.64,5.66,3.48,2111,6
14895,0.64,5,4,60.7,59.0,5.58,5.62,3.4,2224,7
14896,1.0,3,4,63.3,60.0,6.31,6.22,3.97,4514,3
14897,0.33,3,4,63.2,56.0,4.41,4.39,2.78,854,5
14898,0.5,5,2,62.4,57.0,5.07,5.03,3.15,1240,6
14899,0.91,2,3,64.6,58.0,6.02,6.12,3.92,4265,7
14900,0.35,5,3,61.5,56.0,4.54,4.57,2.8,780,7
14901,0.5,5,4,60.9,57.0,5.14,5.16,3.14,1749,5
14902,1.51,4,4,61.7,58.0,7.33,7.29,4.51,15531,7
14903,0.9,1,3,66.1,55.0,5.98,5.92,3.93,3945,7
14904,0.54,4,4,60.9,58.0,5.27,5.31,3.22,1892,7
14905,0.34,3,5,63.1,57.0,4.44,4.4,2.79,765,3
14906,0.4,3,5,61.8,53.0,4.76,4.78,2.95,770,3
14907,0.72,5,4,61.9,54.0,5.77,5.74,3.56,2568,5
14908,1.22,5,5,62.6,56.0,6.83,6.87,4.29,8167,3
14909,0.51,5,7,62.3,53.7,5.1,5.12,3.19,2524,6
14910,0.4,4,5,61.5,58.0,4.73,4.76,2.92,800,6
14911,1.01,1,3,65.3,57.0,6.33,6.23,4.1,4256,3
14912,1.12,3,2,63.4,57.0,6.51,6.47,4.12,3700,4
14913,1.2,2,2,63.3,55.0,6.73,6.77,4.27,5544,6
14914,0.5,5,4,61.7,53.0,5.14,5.16,3.18,1678,7
14915,0.35,5,7,62.0,53.9,4.5,4.53,2.8,743,3
14916,1.01,3,2,59.5,59.0,6.54,6.58,3.9,4666,6
14917,1.34,5,1,61.7,55.0,7.12,7.08,4.38,6303,7
14918,0.75,4,3,61.1,59.0,5.86,5.83,3.57,2814,6
14919,1.21,2,5,63.6,56.0,6.8,6.72,4.3,8741,4
14920,1.0,4,6,61.6,59.0,6.46,6.42,3.97,9050,6
14921,0.71,3,3,60.4,63.0,5.8,5.73,3.48,2028,1
14922,1.2,4,2,59.9,58.0,6.96,6.9,4.15,6055,5
14923,0.31,4,4,62.4,59.0,4.31,4.34,2.7,489,3
14924,0.54,4,4,62.0,58.0,5.21,5.18,3.22,1637,4
14925,0.91,1,3,66.3,56.0,5.92,5.99,3.95,2390,2
14926,1.02,4,1,61.4,60.0,6.47,6.42,3.96,3838,7
14927,0.7,4,2,60.4,60.0,5.74,5.79,3.48,2573,7
14928,0.5,5,3,62.8,57.0,5.05,5.08,3.18,1331,6
14929,1.0,4,2,61.6,58.0,6.45,6.37,3.95,4626,7
14930,0.71,3,4,60.3,62.0,5.69,5.76,3.45,3131,7
14931,0.78,5,3,61.6,56.0,5.94,6.0,3.68,3345,6
14932,1.2,3,2,61.8,60.0,6.76,6.83,4.2,4580,2
14933,0.92,4,3,62.0,60.0,6.26,6.19,3.86,3910,5
14934,1.2,5,5,62.1,57.0,6.84,6.8,4.23,6324,1
14935,0.3,5,5,60.6,56.0,4.35,4.36,2.64,735,6
14936,0.51,5,4,61.4,56.0,5.14,5.19,3.17,1375,3
14937,0.71,4,5,59.0,60.0,5.82,5.8,3.43,2839,5
14938,0.42,4,3,61.8,58.0,4.84,4.81,2.98,992,5
14939,0.7,2,3,63.8,58.0,5.66,5.59,3.59,2176,3
14940,1.07,4,3,60.5,62.0,6.69,6.6,4.02,4949,4
14941,1.1,5,5,61.5,57.0,6.62,6.65,4.08,6984,4
14942,0.52,5,4,61.9,56.0,5.16,5.12,3.18,1815,6
14943,0.9,3,3,62.9,57.0,6.11,6.17,3.86,3510,6
14944,0.43,4,4,61.3,59.0,4.84,4.81,2.96,968,5
14945,0.56,5,5,61.2,56.0,5.3,5.34,3.26,2085,6
14946,1.5,4,5,59.9,60.0,7.44,7.39,4.44,11189,3
14947,0.33,4,5,61.5,58.0,4.39,4.46,2.72,579,3
14948,0.71,3,3,63.2,57.0,5.72,5.67,3.6,2516,6
14949,1.01,3,3,63.3,57.0,6.37,6.35,4.02,4185,4
14950,0.5,5,3,63.0,56.0,5.13,5.06,3.21,1317,6
14951,0.9,4,3,62.6,58.0,6.15,6.11,3.84,4304,7
14952,0.31,5,4,62.8,56.0,4.32,4.28,2.7,802,5
14953,0.34,4,4,62.1,57.0,4.48,4.44,2.77,612,1
14954,1.01,4,5,60.4,59.0,6.54,6.5,3.94,7409,5
14955,0.43,5,6,61.9,55.0,4.86,4.84,3.0,1129,4
14956,0.42,5,3,61.9,55.0,4.79,4.84,2.98,756,7
14957,0.46,5,3,62.2,53.4,4.95,4.98,3.09,934,4
14958,1.01,4,2,62.6,55.0,6.43,6.38,4.01,3818,1
14959,0.7,4,2,60.5,61.0,5.75,5.72,3.47,1808,3
14960,0.37,4,5,60.2,60.0,4.68,4.63,2.8,1030,7
14961,0.31,5,4,62.1,57.0,4.36,4.34,2.7,802,5
14962,1.01,2,2,58.5,61.0,6.51,6.55,3.82,4506,6
14963,0.34,5,3,62.4,56.0,4.49,4.45,2.79,589,1
14964,0.35,3,3,63.1,56.0,4.51,4.46,2.83,748,5
14965,0.7,4,4,62.6,56.0,5.71,5.66,3.56,2822,6
14966,1.1,3,5,60.2,59.0,6.67,6.71,4.03,5082,1
14967,2.26,3,2,63.2,58.0,8.38,8.26,5.26,13095,3
14968,0.51,3,6,62.0,55.0,5.11,5.14,3.17,2041,5
14969,0.42,4,3,60.0,61.0,4.88,4.85,2.92,953,6
14970,1.18,4,6,61.0,58.0,6.84,6.79,4.16,8025,4
14971,0.31,4,6,61.4,58.0,4.35,4.32,2.66,802,3
14972,0.41,5,5,62.7,55.0,4.77,4.74,2.98,1076,5
14973,1.41,4,3,62.1,59.0,7.23,7.13,4.46,8572,4
14974,1.53,4,4,61.3,58.0,7.48,7.4,4.56,12228,4
14975,0.55,5,6,61.6,56.0,5.23,5.29,3.24,2720,7
14976,0.5,3,4,62.9,58.0,5.08,5.1,3.2,1337,3
14977,1.26,5,2,61.8,57.0,6.93,6.95,4.29,6362,4
14978,0.7,1,3,68.4,58.0,5.59,5.55,3.61,1915,4
14979,1.14,3,4,63.2,56.0,6.67,6.63,4.2,6435,4
14980,0.7,2,4,63.8,55.0,5.66,5.59,3.59,2496,4
14981,0.31,4,3,62.9,58.0,4.33,4.29,2.71,698,6
14982,0.9,3,4,61.9,57.0,6.17,6.23,3.84,4678,5
14983,0.31,5,4,62.2,55.0,4.35,4.39,2.72,489,3
14984,0.7,2,7,63.3,56.0,5.64,5.7,3.59,3310,5
14985,0.4,3,3,62.6,57.0,4.66,4.7,2.93,666,3
14986,1.18,5,5,62.4,54.0,6.79,6.74,4.22,9886,6
14987,0.41,3,6,61.3,60.0,4.77,4.82,2.94,811,1
14988,1.57,3,4,62.6,60.0,7.34,7.41,4.62,7813,2
14989,0.41,2,5,62.1,62.0,4.8,4.84,2.9,986,7
14990,0.52,4,6,61.0,58.0,5.21,5.15,3.16,1835,4
14991,0.71,3,5,62.5,60.0,5.65,5.71,3.53,3192,6
14992,0.7,2,5,65.5,57.0,5.46,5.54,3.6,2657,6
14993,0.31,5,3,62.7,56.0,4.32,4.36,2.72,571,7
14994,1.53,5,2,62.5,57.0,7.39,7.32,4.6,9596,4
14995,0.71,5,3,59.8,53.0,5.86,5.82,3.49,2838,5
14996,0.7,3,4,58.2,60.0,5.86,5.9,3.42,1896,2
14997,0.27,3,5,60.2,58.0,4.19,4.22,2.53,470,6
14998,0.59,3,2,60.5,58.0,5.43,5.51,3.31,1325,6
14999,1.52,3,2,60.6,62.0,7.37,7.42,4.48,9389,7
15000,0.43,4,2,61.0,60.0,4.94,4.87,2.99,903,6
15001,1.08,5,5,62.0,55.0,6.56,6.6,4.08,6562,3
15002,0.56,3,3,63.2,56.0,5.29,5.24,3.33,1441,5
15003,0.56,5,4,61.7,54.0,5.31,5.33,3.28,1427,3
15004,1.07,3,8,60.9,58.0,6.57,6.67,4.03,18114,7
15005,0.9,4,2,62.1,59.0,6.13,6.04,3.78,3326,3
15006,1.1,5,2,62.0,55.0,6.61,6.65,4.11,4733,3
15007,1.52,4,7,60.4,59.0,7.48,7.38,4.49,16104,4
15008,2.11,5,4,60.3,61.0,8.29,8.22,4.98,16512,1
15009,0.31,3,7,60.4,61.0,4.34,4.4,2.64,725,6
15010,0.33,5,2,61.2,54.0,4.45,4.5,2.74,448,3
15011,0.38,5,8,60.7,57.0,4.69,4.73,2.86,1212,5
15012,0.71,3,2,60.5,62.0,5.75,5.79,3.49,2138,5
15013,0.3,2,3,63.3,59.0,4.22,4.25,2.68,552,7
15014,0.52,5,4,61.3,56.0,5.15,5.2,3.17,1822,7
15015,0.27,3,5,62.5,56.0,4.14,4.18,2.6,518,5
15016,0.41,5,6,61.8,56.0,4.74,4.78,2.94,1007,4
15017,1.51,5,3,61.1,57.0,7.46,7.4,4.54,11465,4
15018,0.3,5,5,59.9,56.0,4.37,4.41,2.63,605,4
15019,0.32,5,5,61.9,56.0,4.35,4.4,2.71,702,5
15020,0.59,5,5,62.0,56.0,5.35,5.39,3.33,2319,7
15021,1.08,5,5,61.1,56.0,6.59,6.63,4.04,9545,7
15022,2.19,4,2,60.8,60.0,8.34,8.38,5.08,15032,1
15023,0.74,5,2,61.7,57.0,5.78,5.82,3.58,2501,6
15024,0.7,2,2,59.9,57.0,5.75,5.8,3.46,2026,6
15025,0.99,3,2,61.2,56.0,6.4,6.45,3.93,4852,5
15026,0.37,5,5,61.6,54.0,4.6,4.65,2.86,858,6
15027,0.3,5,8,61.7,53.0,4.33,4.36,2.68,850,4
15028,1.33,3,2,62.0,59.0,7.1,7.04,4.38,6603,4
15029,0.3,3,8,60.1,60.0,4.3,4.32,2.59,1026,6
15030,0.54,3,4,62.6,58.0,5.16,5.19,3.24,1338,3
15031,0.72,5,4,62.0,57.0,5.71,5.74,3.55,2843,6
15032,0.32,5,3,62.6,55.0,4.41,4.38,2.75,571,4
15033,1.62,5,3,62.2,56.0,7.48,7.53,4.67,12295,4
15034,0.3,5,6,61.1,55.0,4.34,4.37,2.66,837,6
15035,1.03,4,2,62.2,59.0,6.42,6.4,3.99,3149,2
15036,1.0,4,2,60.4,60.0,6.49,6.46,3.91,4648,6
15037,1.2,2,4,63.3,59.0,6.74,6.78,4.28,6710,3
15038,0.9,1,7,63.5,57.0,5.98,6.09,3.83,4194,1
15039,0.33,5,6,61.7,56.0,4.42,4.46,2.74,752,4
15040,1.51,3,6,60.2,61.0,7.34,7.4,4.44,17689,6
15041,0.31,4,4,62.0,58.0,4.31,4.37,2.69,625,5
15042,0.6,4,6,59.7,60.0,5.55,5.5,3.3,2105,4
15043,1.1,4,2,60.0,58.0,6.77,6.66,4.03,3216,2
15044,0.9,3,3,59.8,54.0,6.25,6.32,3.76,4054,5
15045,0.35,4,5,62.9,58.0,4.49,4.48,2.82,906,4
15046,0.32,4,3,62.3,55.0,4.44,4.39,2.75,684,5
15047,0.6,3,3,62.0,55.0,5.36,5.44,3.35,1777,7
15048,0.9,3,4,63.4,57.0,6.19,6.08,3.89,4637,5
15049,0.53,4,5,60.1,58.0,5.32,5.27,3.18,1813,4
15050,0.31,5,4,59.6,57.0,4.4,4.43,2.63,544,4
15051,1.75,5,4,62.1,57.0,7.73,7.69,4.79,16803,4
15052,0.36,5,2,62.0,56.0,4.6,4.56,2.84,689,7
15053,0.5,1,7,65.9,64.0,4.92,5.03,3.28,1792,7
15054,1.01,2,3,63.4,59.0,6.34,6.38,4.03,4912,6
15055,0.31,5,3,63.0,54.0,4.35,4.32,2.73,732,7
15056,1.32,3,3,63.5,57.0,6.88,6.92,4.38,5717,3
15057,0.9,2,3,64.2,58.0,6.01,6.04,3.87,3307,4
15058,0.25,3,4,63.3,60.0,4.0,4.03,2.54,404,6
15059,0.31,4,4,61.0,59.0,4.35,4.37,2.66,680,6
15060,0.71,4,2,59.0,60.0,5.9,5.87,3.47,2410,6
15061,0.62,4,2,62.0,59.0,5.48,5.45,3.39,1777,7
15062,0.34,5,6,61.8,54.0,4.49,4.47,2.77,880,3
15063,0.61,3,4,61.5,57.0,5.45,5.48,3.36,2266,7
15064,0.72,5,3,62.6,57.0,5.69,5.74,3.58,2731,6
15065,1.51,4,4,62.2,58.0,7.33,7.27,4.54,13757,6
15066,0.73,5,6,61.9,55.0,5.8,5.84,3.6,2513,1
15067,0.72,3,4,62.2,58.0,5.68,5.73,3.55,2028,2
15068,0.3,5,4,61.5,58.0,4.28,4.31,2.64,438,1
15069,0.3,5,7,62.1,54.0,4.32,4.35,2.69,814,5
15070,0.91,5,3,62.3,56.0,6.16,6.19,3.85,4267,5
15071,0.4,2,3,63.6,59.0,4.64,4.67,2.96,678,5
15072,1.22,5,5,62.2,57.0,6.85,6.81,4.25,9633,5
15073,0.7,3,5,62.1,57.0,5.69,5.72,3.54,2975,5
15074,0.71,5,3,61.9,56.0,5.71,5.73,3.54,2756,6
15075,0.76,3,5,59.3,63.0,6.12,5.93,3.55,2036,2
15076,0.3,4,7,62.7,59.0,4.27,4.22,2.66,1013,4
15077,0.52,5,8,60.9,57.0,5.17,5.21,3.16,2111,1
15078,0.73,4,6,61.5,58.0,5.78,5.73,3.54,2351,1
15079,0.71,5,2,61.0,56.0,5.77,5.8,3.53,2505,7
15080,3.51,4,4,62.5,59.0,9.66,9.63,6.03,18701,2
15081,1.5,5,4,61.4,59.0,7.37,7.32,4.5,13428,4
15082,1.05,5,3,62.6,56.0,6.45,6.53,4.06,4466,1
15083,1.23,5,2,60.6,57.0,6.98,6.94,4.22,5951,3
15084,0.28,5,7,62.0,55.0,4.17,4.22,2.6,586,3
15085,0.34,4,4,60.4,60.0,4.56,4.51,2.74,1033,7
15086,0.41,5,4,62.5,56.0,4.72,4.75,2.96,827,4
15087,1.06,5,3,61.3,57.0,6.56,6.51,4.01,4862,5
15088,1.0,1,2,65.8,58.0,6.23,6.27,4.11,3348,1
15089,0.92,4,3,61.7,57.0,6.32,6.2,3.86,4637,6
15090,0.46,5,4,62.4,56.0,4.98,4.95,3.1,1298,7
15091,0.42,5,7,62.0,56.0,4.78,4.84,2.98,1400,6
15092,0.27,3,7,62.0,55.0,4.16,4.16,2.59,591,5
15093,1.0,3,2,61.8,54.0,6.33,6.37,4.0,4630,6
15094,1.04,4,5,58.6,59.0,6.68,6.64,3.9,6765,6
15095,1.36,4,2,62.7,58.0,7.08,7.01,4.42,5963,1
15096,1.01,4,2,59.6,62.0,6.56,6.5,3.89,3767,1
15097,1.5,4,3,60.0,58.0,7.5,7.47,4.49,11795,6
15098,0.3,5,6,62.9,57.0,4.32,4.28,2.71,878,4
15099,0.37,5,3,61.5,57.0,4.6,4.63,2.84,681,7
15100,1.02,5,2,61.7,58.0,6.41,6.49,3.98,5426,7
15101,1.54,4,3,63.0,59.0,7.31,7.26,4.59,8176,4
15102,0.78,5,2,59.7,57.0,6.01,5.98,3.58,2431,5
15103,0.5,3,3,61.1,57.0,5.14,5.2,3.16,1098,4
15104,1.5,3,3,62.1,58.0,7.26,7.3,4.52,10019,4
15105,0.48,3,3,62.7,58.5,4.99,5.01,3.14,1349,6
15106,0.7,3,4,63.2,57.0,5.61,5.66,3.56,2353,4
15107,0.53,5,5,61.8,56.0,5.2,5.22,3.22,1812,5
15108,0.58,5,4,61.7,57.0,5.35,5.42,3.32,1683,6
15109,1.08,3,2,63.2,57.0,6.54,6.5,4.12,4318,4
15110,0.71,1,2,62.2,63.0,5.63,5.51,3.61,2002,6
15111,0.91,4,2,62.0,59.0,6.18,6.23,3.85,2913,1
15112,0.44,5,7,61.1,56.0,4.91,4.94,3.01,1924,6
15113,1.01,2,3,63.5,59.0,6.3,6.39,4.03,4759,5
15114,1.02,4,4,62.5,60.0,6.43,6.38,4.0,5312,3
15115,0.4,2,3,64.2,56.0,4.69,4.66,3.0,882,6
15116,0.25,5,5,61.1,58.0,4.04,4.08,2.48,595,5
15117,1.51,5,4,61.7,55.0,7.37,7.34,4.54,14482,6
15118,0.41,3,5,62.0,55.0,4.74,4.77,2.95,647,2
15119,0.83,4,3,61.3,58.0,6.03,6.0,3.69,2990,7
15120,2.18,4,3,61.2,60.0,8.38,8.3,5.1,18717,5
15121,1.16,5,8,59.9,57.0,6.85,6.93,4.13,10368,4
15122,1.06,5,7,60.2,57.0,6.62,6.66,4.0,6945,1
15123,1.54,5,6,62.5,57.0,7.36,7.3,4.58,15197,4
15124,0.3,2,3,63.4,56.0,4.26,4.29,2.71,552,7
15125,0.4,5,5,61.2,58.0,4.72,4.74,2.94,951,6
15126,1.02,4,3,58.4,59.0,6.65,6.57,3.86,4855,5
15127,0.27,5,7,62.2,56.0,4.15,4.12,2.57,799,7
15128,1.11,5,6,61.4,57.0,6.67,6.63,4.08,6962,3
15129,0.51,3,3,62.7,59.0,5.07,5.13,3.2,1243,4
15130,0.9,3,3,63.6,57.0,6.07,6.13,3.88,3718,4
15131,0.7,2,5,63.1,57.0,5.59,5.67,3.55,2390,1
15132,1.23,5,3,61.4,56.0,6.94,6.91,4.25,6509,4
15133,0.41,5,5,61.9,55.0,4.76,4.8,2.96,1079,6
15134,0.35,5,4,62.3,55.0,4.53,4.56,2.83,706,5
15135,1.05,5,4,61.9,56.0,6.52,6.56,4.05,6486,4
15136,1.06,5,2,62.3,55.0,6.54,6.49,4.06,3936,4
15137,1.04,5,5,61.8,56.0,6.5,6.52,4.02,7467,4
15138,0.42,5,6,61.4,54.0,4.81,4.9,2.98,962,4
15139,1.13,4,4,62.0,57.0,6.68,6.62,4.12,5650,3
15140,0.34,5,4,62.4,57.0,4.48,4.46,2.79,663,4
15141,0.7,5,5,61.2,57.0,5.7,5.74,3.5,3140,4
15142,0.56,4,2,60.0,60.0,5.48,5.42,3.11,1208,4
15143,0.31,5,7,61.6,55.0,4.38,4.42,2.71,789,4
15144,0.34,2,3,63.3,56.0,4.45,4.46,2.82,490,3
15145,0.57,5,3,62.4,56.0,5.29,5.32,3.31,1754,7
15146,0.7,3,3,59.7,56.9,5.73,5.86,3.46,2403,5
15147,0.32,4,3,60.4,58.0,4.47,4.44,2.69,756,7
15148,1.52,5,4,62.8,55.0,7.37,7.28,4.6,14038,5
15149,1.5,3,2,63.2,52.0,7.28,7.24,4.59,6115,1
15150,1.51,5,4,61.2,56.0,7.37,7.4,4.54,8203,2
15151,0.31,5,5,61.7,53.0,4.36,4.39,2.7,800,6
15152,1.21,3,4,62.6,59.0,6.72,6.79,4.23,8969,7
15153,0.82,2,2,61.8,56.0,5.95,5.99,3.69,3050,6
15154,0.54,5,3,62.4,55.0,5.19,5.23,3.25,1170,1
15155,1.6,4,2,61.9,58.0,7.54,7.49,4.65,10064,7
15156,1.0,5,4,61.5,55.0,6.47,6.44,3.97,6989,6
15157,0.7,2,3,64.3,56.0,5.62,5.57,3.6,1442,2
15158,2.01,4,3,60.6,62.0,8.08,8.05,4.89,16733,3
15159,1.0,1,6,65.1,57.0,6.27,6.23,4.07,4312,3
15160,1.31,2,2,63.8,56.0,7.03,6.89,4.44,4864,4
15161,0.7,3,4,60.1,57.0,5.79,5.82,3.49,2316,1
15162,0.43,3,4,62.9,56.0,4.77,4.8,3.01,863,4
15163,0.32,5,4,62.0,55.0,4.38,4.4,2.72,505,3
15164,0.7,5,5,61.4,59.0,5.64,5.73,3.49,2780,4
15165,0.31,5,4,62.1,54.0,4.41,4.35,2.72,942,7
15166,0.74,5,3,61.9,55.0,5.8,5.83,3.6,3130,4
15167,0.3,5,4,62.1,55.0,4.26,4.31,2.66,605,5
15168,0.81,5,2,62.8,56.0,5.97,6.01,3.69,2789,4
15169,1.52,5,5,60.7,60.0,7.4,7.42,4.5,10392,1
15170,0.35,3,3,61.7,58.0,4.51,4.54,2.79,583,5
15171,1.07,3,5,59.9,55.0,6.69,6.71,4.01,9681,7
15172,1.51,3,4,60.4,58.0,7.36,7.42,4.46,9178,1
15173,0.32,4,4,60.5,59.0,4.43,4.39,2.67,648,3
15174,1.01,4,4,61.6,59.0,6.39,6.41,3.94,5166,3
15175,1.14,5,5,62.3,56.0,6.73,6.7,4.18,7948,4
15176,1.14,4,2,60.4,59.0,6.8,6.78,4.1,4884,4
15177,1.02,2,1,63.1,60.0,6.31,6.4,4.01,3051,6
15178,1.11,2,8,58.3,62.0,6.77,6.84,3.97,5361,2
15179,0.5,4,5,61.3,59.0,5.09,5.15,3.14,1710,5
15180,0.23,3,7,61.1,60.0,3.95,4.01,2.43,530,6
15181,0.73,5,6,61.3,57.0,5.84,5.81,3.57,2869,4
15182,0.38,4,7,61.2,60.0,4.68,4.7,2.87,967,3
15183,1.5,3,3,60.4,61.0,7.35,7.39,4.45,8590,1
15184,0.3,5,4,62.1,53.6,4.3,4.35,2.69,652,6
15185,1.01,4,4,62.1,60.0,6.36,6.43,3.97,5988,5
15186,0.71,4,5,62.5,61.0,5.68,5.64,3.54,2202,1
15187,0.34,3,3,63.4,55.0,4.46,4.44,2.82,714,6
15188,1.22,5,3,62.2,56.0,6.84,6.89,4.27,6541,3
15189,1.22,5,2,62.7,57.0,6.84,6.81,4.28,6343,6
15190,0.33,5,7,61.7,57.0,4.44,4.47,2.75,955,5
15191,1.01,4,3,62.3,58.0,6.44,6.4,4.0,5090,3
15192,0.8,5,6,61.9,56.0,5.91,5.95,3.67,6004,7
15193,1.7,3,4,62.8,58.0,7.52,7.57,4.74,12874,3
15194,0.74,5,4,62.9,54.0,5.81,5.78,3.64,2723,4
15195,0.31,5,8,61.9,54.0,4.35,4.38,2.7,891,4
15196,0.56,3,2,62.0,63.0,5.26,5.21,3.27,956,3
15197,0.52,5,4,61.3,54.0,5.21,5.2,3.19,1646,6
15198,0.55,4,3,60.2,59.0,5.25,5.28,3.22,1551,6
15199,0.32,5,4,62.1,56.0,4.38,4.41,2.73,702,6
15200,0.35,5,4,60.6,56.0,4.54,4.57,2.76,829,7
15201,0.41,3,4,60.5,56.0,4.81,4.85,2.92,834,4
15202,0.51,4,6,62.1,57.0,5.18,5.15,3.21,2185,6
15203,0.23,5,5,61.9,54.0,3.93,3.95,2.44,404,4
15204,1.16,5,6,62.0,55.0,6.68,6.72,4.19,12989,7
15205,0.7,5,2,60.9,57.0,5.72,5.76,3.49,1832,2
15206,0.32,5,4,61.7,55.0,4.42,4.38,2.75,648,3
15207,1.04,5,6,62.2,56.0,6.46,6.53,4.04,9115,5
15208,1.03,2,2,59.3,58.0,6.57,6.61,3.91,4671,7
15209,1.0,3,3,59.4,63.0,6.47,6.42,3.83,5322,6
15210,1.56,4,3,62.6,58.0,7.36,7.44,4.63,12226,7
15211,0.6,5,3,61.5,56.0,5.51,5.39,3.35,1830,6
15212,0.41,2,5,63.5,54.0,4.71,4.74,3.0,935,6
15213,0.53,5,4,62.6,57.0,5.17,5.15,3.23,1412,3
15214,1.26,1,2,64.9,60.0,6.7,6.62,4.32,3881,3
15215,0.32,3,3,62.6,55.0,4.37,4.38,2.74,461,3
15216,0.3,5,4,61.4,56.0,4.33,4.36,2.67,621,6
15217,0.7,5,3,61.6,56.0,5.73,5.67,3.51,2319,5
15218,0.38,2,3,62.8,61.0,4.6,4.67,2.91,641,6
15219,0.5,3,2,63.2,61.0,5.05,5.02,3.18,1097,6
15220,0.32,5,7,61.7,56.0,4.37,4.42,2.71,809,5
15221,1.01,2,3,60.6,61.0,6.35,6.39,3.86,4242,3
15222,0.39,3,4,62.4,56.0,4.64,4.68,2.91,787,4
15223,0.32,5,2,61.9,54.0,4.42,4.46,2.75,420,3
15224,0.9,4,4,61.3,59.0,6.24,6.19,3.81,4082,3
15225,0.43,3,3,63.1,56.0,4.83,4.8,3.04,948,6
15226,0.52,4,4,62.2,58.0,5.17,5.12,3.2,1720,5
15227,0.32,5,8,61.4,55.0,4.42,4.47,2.73,814,3
15228,0.3,4,7,61.3,59.0,4.33,4.28,2.64,956,6
15229,1.51,1,5,58.0,67.0,7.63,7.57,4.41,11263,3
15230,0.4,3,7,61.2,55.0,4.75,4.8,2.92,772,2
15231,1.21,2,3,63.8,58.0,6.75,6.64,4.27,5597,4
15232,0.54,5,2,61.0,56.0,5.24,5.29,3.21,1173,5
15233,1.01,4,2,62.5,61.0,6.37,6.33,3.97,4017,5
15234,0.9,2,4,63.6,61.0,6.03,5.97,3.8,3701,3
15235,0.4,4,6,60.8,59.0,4.76,4.72,2.88,1163,5
15236,0.32,4,4,62.7,54.0,4.41,4.39,2.76,648,3
15237,0.51,2,3,63.7,55.0,5.1,5.07,3.24,1259,4
15238,0.33,3,3,63.2,58.0,4.38,4.36,2.76,572,1
15239,0.9,4,3,62.3,56.0,6.21,6.14,3.85,4502,6
15240,0.41,5,7,61.3,56.0,4.85,4.8,2.96,1107,1
15241,0.74,3,8,60.3,58.0,5.82,5.86,3.52,2277,2
15242,0.38,4,5,59.9,60.0,4.72,4.66,2.81,898,1
15243,0.46,5,3,62.5,56.0,4.92,4.94,3.08,953,5
15244,1.04,5,4,61.3,54.0,6.53,6.55,4.01,4550,2
15245,1.62,4,4,62.3,58.0,7.49,7.54,4.68,13578,4
15246,1.18,5,5,61.9,56.0,6.81,6.76,4.2,8556,4
15247,0.35,5,7,61.9,56.0,4.53,4.55,2.81,905,6
15248,0.33,4,3,60.9,58.0,4.5,4.46,2.73,743,6
15249,1.01,3,2,61.3,59.0,6.34,6.38,3.94,3592,2
15250,0.43,3,4,59.1,60.0,4.88,4.93,2.9,867,4
15251,1.5,2,2,62.4,61.0,7.23,7.36,4.55,8517,7
15252,0.7,2,3,57.2,63.0,5.84,5.87,3.35,2401,5
15253,0.71,4,4,62.5,56.0,5.88,5.82,3.47,2840,5
15254,1.14,5,4,61.4,55.0,6.74,6.77,4.15,4906,2
15255,0.5,5,5,61.0,57.0,5.11,5.13,3.12,1266,1
15256,0.7,3,3,63.1,56.0,5.62,5.69,3.57,2421,6
15257,1.51,3,3,62.1,55.0,7.29,7.37,4.55,11302,5
15258,0.33,4,5,60.0,61.0,4.52,4.48,2.7,743,3
15259,1.26,5,4,62.5,57.0,6.9,6.85,4.3,8256,7
15260,0.51,3,3,59.4,59.0,5.18,5.22,3.09,1420,7
15261,0.4,4,3,62.3,57.0,4.74,4.67,2.93,945,5
15262,0.43,3,4,59.1,58.0,4.92,4.96,2.92,931,7
15263,1.12,4,3,62.2,60.0,6.65,6.59,4.12,5363,3
15264,1.02,3,4,59.1,60.0,6.61,6.51,3.88,6762,6
15265,0.5,4,3,59.6,60.0,5.15,5.12,3.06,1378,5
15266,1.11,5,2,60.6,56.0,6.76,6.78,4.1,5962,6
15267,0.7,5,4,61.7,55.0,5.7,5.74,3.53,3612,6
15268,0.7,5,4,61.9,53.2,5.68,5.71,3.56,2240,1
15269,1.01,3,7,60.6,56.0,6.5,6.53,3.95,6733,3
15270,0.3,5,8,61.4,57.0,4.3,4.33,2.65,863,4
15271,1.0,3,2,63.9,57.0,6.24,6.27,4.0,4321,6
15272,1.04,4,2,59.2,58.0,6.64,6.7,3.95,4484,6
15273,0.47,2,5,65.1,59.0,4.81,4.87,3.15,1031,3
15274,0.9,3,3,61.8,61.0,6.16,6.2,3.82,4068,7
15275,0.74,5,8,61.9,55.0,5.79,5.84,3.6,4383,5
15276,1.2,5,7,61.8,56.0,6.78,6.87,4.22,16256,6
15277,1.7,3,5,62.8,57.0,7.47,7.57,4.72,14137,3
